BUSINESS UNIT,BUSINESS LINE,ACTIVITY DATE,Sum of AHT,Sum of TOTAL TIME - AHT (sec),Sum of VOLUME - RECEIVED,Sum of CONFORMANCE,Sum of ADHERENCE,Sum of ABANDONMENT RATE,Sum of SERVICE LEVEL,Unplanned Out
WISE,WISE Contractual,2/5/2019,536,3625182,6865,#DIV/0!,#DIV/0!,1.49%,0.805713453,210.0833333
WISE,WISE Contractual,2/6/2019,545,3301329,6334,#DIV/0!,#DIV/0!,0.99%,0.876041156,209.3333333
WISE,WISE Contractual,2/7/2019,533,2870505,5469,#DIV/0!,#DIV/0!,1.44%,0.818481244,235.9166667
WISE,WISE Contractual,2/8/2019,556,3048632,5539,#DIV/0!,#DIV/0!,0.87%,0.880375858,177.5833333
WISE,WISE Contractual,2/11/2019,559,3998686,7414,#DIV/0!,#DIV/0!,3.48%,0.663473215,434.2
WISE,WISE Contractual,2/12/2019,536,3130071,5905,#DIV/0!,#DIV/0!,1.07%,0.853852667,334.7333333
WISE,WISE Contractual,2/13/2019,554,2972326,5393,#DIV/0!,#DIV/0!,0.45%,0.956215213,185.25
WISE,WISE Contractual,2/14/2019,555,2541781,4600,#DIV/0!,#DIV/0!,0.35%,0.985642811,244.4166667
WISE,WISE Contractual,2/15/2019,559,2987456,5371,#DIV/0!,#DIV/0!,0.48%,0.910361536,309.9166667
WISE,WISE Contractual,2/18/2019,564,1709886,3057,#DIV/0!,#DIV/0!,0.88%,0.966306837,169.4166667
WISE,WISE Contractual,2/19/2019,577,3885720,6887,#DIV/0!,#DIV/0!,2.25%,0.867576594,274.1166667
WISE,WISE Contractual,2/20/2019,587,3418260,5974,#DIV/0!,#DIV/0!,2.58%,0.784733847,388.0833333
WISE,WISE Contractual,2/21/2019,553,2969324,5461,#DIV/0!,#DIV/0!,1.67%,0.920161143,153.4166667
WISE,WISE Contractual,2/22/2019,564,3131316,5661,#DIV/0!,#DIV/0!,1.89%,0.829358771,320.9166667
WISE,WISE Contractual,2/25/2019,564,4453982,8064,#DIV/0!,#DIV/0!,2.15%,0.694320437,287.4166667
WISE,WISE Contractual,2/26/2019,581,3945201,6886,#DIV/0!,#DIV/0!,1.44%,0.891809468,225.5833333
WISE,WISE Contractual,2/27/2019,553,3244340,5947,#DIV/0!,#DIV/0!,1.29%,0.8633154,144.1666667
WISE,WISE Contractual,2/28/2019,525,2981425,5724,#DIV/0!,#DIV/0!,0.86%,0.907058001,151.1666667
WISE,WISE Contractual,3/1/2019,561,3174221,5825,#DIV/0!,#DIV/0!,2.87%,0.71776824,236.6166667
WISE,WISE Contractual,3/4/2019,578,4236936,8405,#DIV/0!,#DIV/0!,12.84%,0.108982748,457.5
WISE,WISE Contractual,3/5/2019,569,3532498,6310,#DIV/0!,#DIV/0!,1.65%,0.918383518,180.6666667
WISE,WISE Contractual,3/6/2019,581,3316858,5825,#DIV/0!,#DIV/0!,2.04%,0.860429185,199.1666667
WISE,WISE Contractual,3/7/2019,564,3135336,5642,#DIV/0!,#DIV/0!,1.52%,0.922367955,114.0833333
WISE,WISE Contractual,3/8/2019,560,3005626,5416,#DIV/0!,#DIV/0!,0.92%,0.952363368,208.1666667
WISE,WISE Contractual,3/11/2019,558,4114220,7430,#DIV/0!,#DIV/0!,0.81%,0.895962315,284.5
WISE,WISE Contractual,3/12/2019,551,3198248,5842,#DIV/0!,#DIV/0!,0.72%,0.96662102,211.9166667
WISE,WISE Contractual,3/13/2019,548,2398850,5883,#DIV/0!,#DIV/0!,25.58%,0.288118307,282.75
WISE,WISE Contractual,3/14/2019,551,2904197,5514,#DIV/0!,#DIV/0!,4.50%,0.643271672,432.8333333
WISE,WISE Contractual,3/15/2019,550,3038740,5574,#DIV/0!,#DIV/0!,0.97%,0.956584141,194.5833333
WISE,WISE Contractual,3/18/2019,556,4204514,7644,#DIV/0!,#DIV/0!,1.06%,0.856619571,292.25
WISE,WISE Contractual,3/19/2019,531,3329058,6382,#DIV/0!,#DIV/0!,1.80%,0.916483861,167
WISE,WISE Contractual,3/20/2019,543,3274626,6102,#DIV/0!,#DIV/0!,1.08%,0.916256965,158.9166667
WISE,WISE Contractual,3/21/2019,563,3057753,5524,#DIV/0!,#DIV/0!,1.63%,0.92595945,222.3333333
WISE,WISE Contractual,3/22/2019,540,3158031,5880,#DIV/0!,#DIV/0!,0.61%,0.917687075,249
WISE,WISE Contractual,3/25/2019,539,4081928,7718,#DIV/0!,#DIV/0!,1.84%,0.733091474,333.2666667
WISE,WISE Contractual,3/26/2019,542,3340561,6287,#DIV/0!,#DIV/0!,1.92%,0.873866709,205.0166667
WISE,WISE Contractual,3/27/2019,540,3083912,5838,#DIV/0!,#DIV/0!,2.12%,0.81294964,187.1333333
WISE,WISE Contractual,3/28/2019,554,2944336,5404,#DIV/0!,#DIV/0!,1.74%,0.898778682,139.6666667
WISE,WISE Contractual,3/29/2019,548,3067250,5645,#DIV/0!,#DIV/0!,0.83%,0.933215235,162.25
WISE,WISE Contractual,4/1/2019,569,4584772,8280,#DIV/0!,#DIV/0!,2.64%,0.631400966,261.8333333
WISE,WISE Contractual,4/2/2019,555,3590407,6521,#DIV/0!,#DIV/0!,0.75%,0.936972857,137.0833333
WISE,WISE Contractual,4/3/2019,549,3275766,6028,#DIV/0!,#DIV/0!,0.98%,0.902952887,125.5
WISE,WISE Contractual,4/4/2019,549,3108383,5708,#DIV/0!,#DIV/0!,0.89%,0.90504555,86.75
WISE,WISE Contractual,4/5/2019,562,3135534,5675,#DIV/0!,#DIV/0!,1.69%,0.814977974,196.5
WISE,WISE Contractual,4/8/2019,560,4305813,7743,#DIV/0!,#DIV/0!,0.70%,0.888544492,178.0166667
WISE,WISE Contractual,4/9/2019,551,3482020,6399,#DIV/0!,#DIV/0!,1.30%,0.884044382,130.5833333
WISE,WISE Contractual,4/10/2019,552,3280655,6539,#DIV/0!,#DIV/0!,9.08%,0.733445481,112
WISE,WISE Contractual,4/11/2019,533,3310752,6297,#DIV/0!,#DIV/0!,1.41%,0.888677148,133.5
WISE,WISE Contractual,4/12/2019,543,3498579,6540,#DIV/0!,#DIV/0!,1.51%,0.776911315,165.0833333
WISE,WISE Contractual,4/15/2019,536,4733671,9063,#DIV/0!,#DIV/0!,2.59%,0.595939534,256.3166667
WISE,WISE Contractual,4/16/2019,533,3645238,6881,#DIV/0!,#DIV/0!,0.58%,0.944775469,227
WISE,WISE Contractual,4/17/2019,534,3179224,5990,#DIV/0!,#DIV/0!,0.60%,0.951419032,112.4166667
WISE,WISE Contractual,4/18/2019,521,2747302,5317,#DIV/0!,#DIV/0!,0.87%,0.942636825,129.8333333
WISE,WISE Contractual,4/19/2019,518,1509284,2929,#DIV/0!,#DIV/0!,0.48%,0.969614203,108.75
WISE,WISE Contractual,4/22/2019,543,4057155,8034,#DIV/0!,#DIV/0!,6.97%,0.392581529,382.4166667
WISE,WISE Contractual,4/23/2019,531,3346592,6407,#DIV/0!,#DIV/0!,1.64%,0.853441548,155.1666667
WISE,WISE Contractual,4/24/2019,543,3161916,5930,#DIV/0!,#DIV/0!,1.80%,0.852782462,165.0833333
WISE,WISE Contractual,4/25/2019,530,2968590,5647,#DIV/0!,#DIV/0!,0.76%,0.92544714,148.5
WISE,WISE Contractual,4/26/2019,548,3152005,5830,#DIV/0!,#DIV/0!,1.36%,0.817838765,185.0833333
WISE,WISE Contractual,4/29/2019,548,4313780,8007,#DIV/0!,#DIV/0!,1.70%,0.767953041,304.25
WISE,WISE Contractual,4/30/2019,544,3479788,6455,#DIV/0!,#DIV/0!,0.98%,0.915259489,106.75
WISE,WISE Contractual,5/1/2019,555,3260596,6022,#DIV/0!,#DIV/0!,2.52%,0.829956825,102.8333333
WISE,WISE Contractual,5/2/2019,547,2980043,5537,#DIV/0!,#DIV/0!,1.54%,0.836554091,55.08333333
WISE,WISE Contractual,5/3/2019,558,2941038,5335,#DIV/0!,#DIV/0!,1.14%,0.885098407,75.16666667
WISE,WISE Contractual,5/6/2019,537,3974347,7477,#DIV/0!,#DIV/0!,0.94%,0.934331951,193.75
WISE,WISE Contractual,5/7/2019,545,3250132,6024,#DIV/0!,#DIV/0!,0.93%,0.944721116,69.75
WISE,WISE Contractual,5/8/2019,546,2931159,5434,#DIV/0!,#DIV/0!,1.18%,0.905778432,104.5833333
WISE,WISE Contractual,5/9/2019,538,2737294,5116,#DIV/0!,#DIV/0!,0.59%,0.948788116,101.65
WISE,WISE Contractual,5/10/2019,543,2714271,5018,#DIV/0!,#DIV/0!,0.40%,0.945595855,163.8666667
WISE,WISE Contractual,5/13/2019,539,3728400,6962,#DIV/0!,#DIV/0!,0.60%,0.936081586,276.85
WISE,WISE Contractual,5/14/2019,527,2934132,5625,#DIV/0!,#DIV/0!,1.00%,0.937955556,126.1666667
WISE,WISE Contractual,5/15/2019,543,2871491,5329,#DIV/0!,#DIV/0!,0.83%,0.905423156,107.25
WISE,WISE Contractual,5/16/2019,558,2730650,5000,#DIV/0!,#DIV/0!,2.18%,0.7954,168.6666667
WISE,WISE Contractual,5/17/2019,552,2699265,4969,#DIV/0!,#DIV/0!,1.55%,0.844234252,155
WISE,WISE Contractual,5/20/2019,548,3608345,6618,#DIV/0!,#DIV/0!,0.54%,0.93714113,244.8166667
WISE,WISE Contractual,5/21/2019,540,2919936,5494,#DIV/0!,#DIV/0!,1.55%,0.789406625,285
WISE,WISE Contractual,5/22/2019,540,2740297,5126,#DIV/0!,#DIV/0!,1.07%,0.865587202,96.75
WISE,WISE Contractual,5/23/2019,557,2607044,4718,#DIV/0!,#DIV/0!,0.81%,0.933870284,73.91666667
WISE,WISE Contractual,5/24/2019,577,2683328,4746,#DIV/0!,#DIV/0!,1.96%,0.764854614,226.25
WISE,WISE Contractual,5/27/2019,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
WISE,WISE Contractual,5/28/2019,565,3897560,6959,#DIV/0!,#DIV/0!,0.80%,0.9035781,312.3333333
WISE,WISE Contractual,5/29/2019,550,3185980,5844,#DIV/0!,#DIV/0!,0.82%,0.885181383,124.5
WISE,WISE Contractual,5/30/2019,557,2937387,5294,#DIV/0!,#DIV/0!,0.45%,0.937098602,101.0833333
WISE,WISE Contractual,5/31/2019,553,2868472,5230,#DIV/0!,#DIV/0!,0.76%,0.923709369,81.75
WISE,WISE Contractual,6/3/2019,530,3961196,7531,#DIV/0!,#DIV/0!,0.85%,0.896295313,150.1666667
WISE,WISE Contractual,6/4/2019,551,3283063,6047,#DIV/0!,#DIV/0!,1.52%,0.779890855,137.5333333
WISE,WISE Contractual,6/5/2019,568,3175268,5753,#DIV/0!,#DIV/0!,2.76%,0.613071441,125.4166667
WISE,WISE Contractual,6/6/2019,552,2899439,5325,#DIV/0!,#DIV/0!,1.39%,0.830046948,142.9166667
WISE,WISE Contractual,6/7/2019,563,3004194,5383,#DIV/0!,#DIV/0!,0.87%,0.908043842,176.65
WISE,WISE Contractual,6/10/2019,563,4060542,7338,#DIV/0!,#DIV/0!,1.69%,0.790542382,279.4166667
WISE,WISE Contractual,6/11/2019,555,3236210,5911,#DIV/0!,#DIV/0!,1.39%,0.835899171,180.1666667
WISE,WISE Contractual,6/12/2019,538,3158240,6153,#DIV/0!,#DIV/0!,4.58%,0.681943767,175.1666667
WISE,WISE Contractual,6/13/2019,549,2847128,5229,#DIV/0!,#DIV/0!,0.78%,0.890036336,110
WISE,WISE Contractual,6/14/2019,560,2825042,5077,#DIV/0!,#DIV/0!,0.69%,0.859956667,197.5
WISE,WISE Contractual,6/17/2019,552,3762956,6911,#DIV/0!,#DIV/0!,1.43%,0.753147157,228.4166667
WISE,WISE Contractual,6/18/2019,561,3338719,6038,#DIV/0!,#DIV/0!,1.39%,0.780059622,152.5833333
WISE,WISE Contractual,6/19/2019,550,3019650,5560,#DIV/0!,#DIV/0!,1.26%,0.84676259,144.25
WISE,WISE Contractual,6/20/2019,567,3043269,5433,#DIV/0!,#DIV/0!,1.20%,0.743051721,121.0833333
WISE,WISE Contractual,6/21/2019,572,3008427,5320,#DIV/0!,#DIV/0!,1.09%,0.820864662,261.6666667
WISE,WISE Contractual,6/24/2019,560,3906194,7017,#DIV/0!,#DIV/0!,0.51%,0.900669802,241.5
WISE,WISE Contractual,6/25/2019,581,3287960,5757,#DIV/0!,#DIV/0!,1.77%,0.829251346,64.5
WISE,WISE Contractual,6/26/2019,563,2973770,5306,#DIV/0!,#DIV/0!,0.49%,0.933283076,125.0833333
WISE,WISE Contractual,6/27/2019,562,2827570,5056,#DIV/0!,#DIV/0!,0.57%,0.914952532,96.41666667
WISE,WISE Contractual,6/28/2019,586,3109371,5341,#DIV/0!,#DIV/0!,0.73%,0.915746115,113.3333333
WISE,WISE Contractual,7/1/2019,610,4678438,7846,#DIV/0!,#DIV/0!,2.18%,0.790721387,247.0833333
WISE,WISE Contractual,7/2/2019,589,3565854,6109,#DIV/0!,#DIV/0!,0.90%,0.917335079,115.3333333
WISE,WISE Contractual,7/3/2019,577,2667742,4665,#DIV/0!,#DIV/0!,0.96%,0.935905681,86.58333333
WISE,WISE Contractual,7/4/2019,#DIV/0!,N/A,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
WISE,WISE Contractual,7/5/2019,604,3110102,5292,#DIV/0!,#DIV/0!,2.76%,0.738851096,440.9166667
WISE,WISE Contractual,7/8/2019,599,4659470,7881,#DIV/0!,#DIV/0!,1.31%,0.861565791,291.25
WISE,WISE Contractual,7/9/2019,579,3591780,6271,#DIV/0!,#DIV/0!,1.15%,0.905278265,126.1666667
WISE,WISE Contractual,7/10/2019,594,3438167,5903,#DIV/0!,#DIV/0!,2.02%,0.833135694,114.1666667
WISE,WISE Contractual,7/11/2019,563,3030132,5418,#DIV/0!,#DIV/0!,0.65%,0.965300849,42
WISE,WISE Contractual,7/12/2019,591,3505618,6020,#DIV/0!,#DIV/0!,1.53%,0.808139535,171.3333333
WISE,WISE Contractual,7/15/2019,588,4726540,8191,#DIV/0!,#DIV/0!,1.86%,0.837016237,265.8333333
WISE,WISE Contractual,7/16/2019,572,3856936,6786,#DIV/0!,#DIV/0!,0.69%,0.896993811,111.4166667
WISE,WISE Contractual,7/17/2019,570,3565931,6317,#DIV/0!,#DIV/0!,1.01%,0.896786449,85.16666667
WISE,WISE Contractual,7/18/2019,578,3620702,6337,#DIV/0!,#DIV/0!,1.12%,0.886381569,67.25
WISE,WISE Contractual,7/19/2019,585,3649807,6359,#DIV/0!,#DIV/0!,1.84%,0.777952508,189
WISE,WISE Contractual,7/22/2019,578,4715676,8224,#DIV/0!,#DIV/0!,0.74%,0.876702335,308.6666667
WISE,WISE Contractual,7/23/2019,570,3764547,6677,#DIV/0!,#DIV/0!,1.03%,0.863711248,202.75
WISE,WISE Contractual,7/24/2019,570,3347059,5971,#DIV/0!,#DIV/0!,1.73%,0.898676939,140.75
WISE,WISE Contractual,7/25/2019,563,3149259,5658,#DIV/0!,#DIV/0!,1.11%,0.916224814,107
WISE,WISE Contractual,7/26/2019,570,3170304,5582,#DIV/0!,#DIV/0!,0.36%,0.95360086,188.4166667
WISE,WISE Contractual,7/29/2019,582,4578283,7972,#DIV/0!,#DIV/0!,1.25%,0.804189664,329.8833333
WISE,WISE Contractual,7/30/2019,556,3538638,6391,#DIV/0!,#DIV/0!,0.49%,0.95587545,86.88333333
WISE,WISE Contractual,7/31/2019,533,3476330,6615,#DIV/0!,#DIV/0!,1.39%,0.808163265,123.9166667
WISE,WISE Contractual,8/1/2019,562,3246289,5876,#DIV/0!,#DIV/0!,1.74%,0.887508509,114.0833333
WISE,WISE Contractual,8/2/2019,569,3224117,5735,#DIV/0!,#DIV/0!,1.17%,0.876024412,152.5
WISE,WISE Contractual,8/5/2019,571,4442032,7854,#DIV/0!,#DIV/0!,0.87%,0.886681946,273.7166667
WISE,WISE Contractual,8/6/2019,556,3535646,6426,#DIV/0!,#DIV/0!,0.96%,0.917989418,149.4166667
WISE,WISE Contractual,8/7/2019,560,3100475,5594,#DIV/0!,#DIV/0!,1.09%,0.908115838,69.5
WISE,WISE Contractual,8/8/2019,563,3014334,5379,#DIV/0!,#DIV/0!,0.46%,0.94236847,75.66666667
WISE,WISE Contractual,8/9/2019,562,3069096,5507,#DIV/0!,#DIV/0!,0.87%,0.90139822,112.25
WISE,WISE Contractual,8/12/2019,551,3989421,7295,#DIV/0!,#DIV/0!,0.80%,0.917614805,210.75
WISE,WISE Contractual,8/13/2019,558,3324156,6017,#DIV/0!,#DIV/0!,0.98%,0.901279707,90.25
WISE,WISE Contractual,8/14/2019,549,3713680,7150,#DIV/0!,#DIV/0!,5.45%,0.560559441,111.0833333
WISE,WISE Contractual,8/15/2019,553,3299923,6033,#DIV/0!,#DIV/0!,1.03%,0.902536052,120.1666667
WISE,WISE Contractual,8/16/2019,555,3063199,5562,#DIV/0!,#DIV/0!,0.72%,0.923768429,192.5
WISE,WISE Contractual,8/19/2019,561,4080712,7507,#DIV/0!,#DIV/0!,3.02%,0.804982017,182.1666667
WISE,WISE Contractual,8/20/2019,552,3196149,5844,#DIV/0!,#DIV/0!,0.91%,0.944729637,134.5833333
WISE,WISE Contractual,8/21/2019,570,3194238,5632,#DIV/0!,#DIV/0!,0.55%,0.94193892,107.5
WISE,WISE Contractual,8/22/2019,570,2926004,5159,#DIV/0!,#DIV/0!,0.50%,0.963558829,82
WISE,WISE Contractual,8/23/2019,572,2727946,4847,#DIV/0!,#DIV/0!,1.65%,0.759026202,136.3333333
WISE,WISE Contractual,8/26/2019,529,3702170,7043,#DIV/0!,#DIV/0!,0.58%,0.94292205,214.3333333
WISE,WISE Contractual,8/27/2019,530,3157617,6021,#DIV/0!,#DIV/0!,0.98%,0.933565853,129.5833333
WISE,WISE Contractual,8/28/2019,543,3012303,5602,#DIV/0!,#DIV/0!,0.96%,0.93395216,98.2
WISE,WISE Contractual,8/29/2019,532,2780688,5260,#DIV/0!,#DIV/0!,0.55%,0.962737643,144.2333333
WISE,WISE Contractual,8/30/2019,550,2837255,5187,#DIV/0!,#DIV/0!,0.60%,0.941391941,182.4166667
WISE,WISE Contractual,9/2/2019,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
WISE,WISE Contractual,9/3/2019,551,4249710,7862,#DIV/0!,#DIV/0!,1.86%,0.866191809,230.25
WISE,WISE Contractual,9/4/2019,558,3500492,6349,#DIV/0!,#DIV/0!,1.21%,0.889746417,56
WISE,WISE Contractual,9/5/2019,563,3288477,5911,#DIV/0!,#DIV/0!,1.23%,0.852140078,91.83333333
WISE,WISE Contractual,9/6/2019,565,3275627,5840,#DIV/0!,#DIV/0!,0.72%,0.885958904,159.75
WISE,WISE Contractual,9/9/2019,488,3904734,8332,#DIV/0!,#DIV/0!,4.01%,0.75900144,234.5
WISE,WISE Contractual,9/10/2019,553,3382836,6197,#DIV/0!,#DIV/0!,1.24%,0.827174439,129.0833333
WISE,WISE Contractual,9/11/2019,555,3236175,5913,#DIV/0!,#DIV/0!,1.40%,0.849315068,117.5
WISE,WISE Contractual,9/12/2019,547,3099027,5727,#DIV/0!,#DIV/0!,1.15%,0.907455911,86.75
WISE,WISE Contractual,9/13/2019,557,3030793,5509,#DIV/0!,#DIV/0!,1.18%,0.906335088,123.0333333
WISE,WISE Contractual,9/16/2019,542,3955623,7398,#DIV/0!,#DIV/0!,1.37%,0.805758313,210.75
WISE,WISE Contractual,9/17/2019,556,3325986,6045,#DIV/0!,#DIV/0!,0.98%,0.92936311,118.0833333
WISE,WISE Contractual,9/18/2019,555,2994932,5421,#DIV/0!,#DIV/0!,1.16%,0.801978384,99
WISE,WISE Contractual,9/19/2019,547,2637392,4865,#DIV/0!,#DIV/0!,0.84%,0.930524152,165.25
WISE,WISE Contractual,9/20/2019,544,2700825,5002,#DIV/0!,#DIV/0!,0.80%,0.900839664,211.5
WISE,WISE Contractual,9/23/2019,560,3740278,6729,#DIV/0!,#DIV/0!,0.73%,0.883489374,266.0833333
WISE,WISE Contractual,9/24/2019,560,2993261,5411,#DIV/0!,#DIV/0!,1.15%,0.861393458,127.5833333
WISE,WISE Contractual,9/25/2019,549,2680118,4946,#DIV/0!,#DIV/0!,1.27%,0.886170643,161.8333333
WISE,WISE Contractual,9/26/2019,548,2576340,4750,#DIV/0!,#DIV/0!,0.97%,0.931789474,134.9
WISE,WISE Contractual,9/27/2019,549,2567016,4701,#DIV/0!,#DIV/0!,0.53%,0.952563284,196.0833333
WISE,WISE Contractual,9/30/2019,551,3595566,6605,#DIV/0!,#DIV/0!,1.26%,0.836487509,213.1666667
WISE,WISE Contractual,10/1/2019,547,3171322,5858,#DIV/0!,#DIV/0!,0.96%,0.910891089,124.6666667
WISE,WISE Contractual,10/2/2019,538,2917284,5476,#DIV/0!,#DIV/0!,1.04%,0.905405405,133.1666667
WISE,WISE Contractual,10/3/2019,545,2695269,4980,#DIV/0!,#DIV/0!,0.76%,0.921084337,154.9166667
WISE,WISE Contractual,10/4/2019,531,2643300,5010,#DIV/0!,#DIV/0!,0.60%,0.931536926,114.1666667
WISE,WISE Contractual,10/7/2019,542,3718608,6920,#DIV/0!,#DIV/0!,0.94%,0.845231214,143.75
WISE,WISE Contractual,10/8/2019,530,2923632,5602,#DIV/0!,#DIV/0!,1.46%,0.821313816,167.6666667
WISE,WISE Contractual,10/9/2019,539,2768766,5175,#DIV/0!,#DIV/0!,0.77%,0.899130435,148.25
WISE,WISE Contractual,10/10/2019,547,2681284,4933,#DIV/0!,#DIV/0!,0.59%,0.94141496,226.6666667
WISE,WISE Contractual,10/11/2019,534,2849682,5389,#DIV/0!,#DIV/0!,0.91%,0.844683615,207.4166667
WISE,WISE Contractual,10/14/2019,544,3244838,6002,#DIV/0!,#DIV/0!,0.58%,0.940019993,185.95
WISE,WISE Contractual,10/15/2019,526,3227784,6204,#DIV/0!,#DIV/0!,1.06%,0.871212121,126.75
WISE,WISE Contractual,10/16/2019,534,3086444,5876,#DIV/0!,#DIV/0!,1.60%,0.789312457,154.8333333
WISE,WISE Contractual,10/17/2019,551,3107070,5707,#DIV/0!,#DIV/0!,1.26%,0.832135973,46
WISE,WISE Contractual,10/18/2019,546,3121944,5769,#DIV/0!,#DIV/0!,0.94%,0.795111804,154.8166667
WISE,WISE Contractual,10/21/2019,550,4114868,7623,#DIV/0!,#DIV/0!,1.78%,0.681752591,175
WISE,WISE Contractual,10/22/2019,534,3225988,6088,#DIV/0!,#DIV/0!,0.77%,0.890768725,67.66666667
WISE,WISE Contractual,10/23/2019,537,2927210,5492,#DIV/0!,#DIV/0!,0.82%,0.858339403,96.91666667
WISE,WISE Contractual,10/24/2019,551,2702547,4931,#DIV/0!,#DIV/0!,0.53%,0.953356317,100.75
WISE,WISE Contractual,10/25/2019,546,2749802,5284,#DIV/0!,#DIV/0!,4.67%,0.76987131,102.75
WISE,WISE Contractual,10/28/2019,560,4149455,7735,#DIV/0!,#DIV/0!,4.12%,0.510536522,350.25
WISE,WISE Contractual,10/29/2019,560,3528380,6421,#DIV/0!,#DIV/0!,1.82%,0.790686809,152.0833333
WISE,WISE Contractual,10/30/2019,557,3108233,5668,#DIV/0!,#DIV/0!,1.48%,0.800282287,315.6666667
WISE,WISE Contractual,10/31/2019,554,2685434,4913,#DIV/0!,#DIV/0!,1.40%,0.733564014,165
WISE,WISE Contractual,11/1/2019,566,3197522,5757,#DIV/0!,#DIV/0!,1.84%,0.698280354,219
WISE,WISE Contractual,11/4/2019,564,4576051,8217,#DIV/0!,#DIV/0!,1.34%,0.64269198,196.5
WISE,WISE Contractual,11/5/2019,571,3753651,6898,#DIV/0!,#DIV/0!,4.71%,0.591765729,166.25
WISE,WISE Contractual,11/6/2019,551,3386884,6172,#DIV/0!,#DIV/0!,0.36%,0.92676604,111
WISE,WISE Contractual,11/7/2019,558,3242426,5823,#DIV/0!,#DIV/0!,0.29%,0.959986261,154.8333333
WISE,WISE Contractual,11/8/2019,557,3352195,6041,#DIV/0!,#DIV/0!,0.40%,0.906803509,156.1666667
WISE,WISE Contractual,11/11/2019,563,3192770,5717,#DIV/0!,#DIV/0!,0.89%,0.838201854,241.1666667
WISE,WISE Contractual,11/12/2019,570,3609699,6706,#DIV/0!,#DIV/0!,5.56%,0.576051297,125.05
WISE,WISE Contractual,11/13/2019,555,3402527,6226,#DIV/0!,#DIV/0!,1.53%,0.684709284,169.0833333
WISE,WISE Contractual,11/14/2019,560,3300538,5987,#DIV/0!,#DIV/0!,1.47%,0.768665442,154.6666667
WISE,WISE Contractual,11/15/2019,566,3396468,6030,#DIV/0!,#DIV/0!,0.50%,0.893532338,199.0833333
WISE,WISE Contractual,11/18/2019,561,4309464,7763,#DIV/0!,#DIV/0!,1.07%,0.820816695,258.4166667
WISE,WISE Contractual,11/19/2019,559,3507065,6356,#DIV/0!,#DIV/0!,1.24%,0.858244179,188.75
WISE,WISE Contractual,11/20/2019,555,3318162,6110,#DIV/0!,#DIV/0!,2.19%,0.741571195,206.75
WISE,WISE Contractual,11/21/2019,546,3136413,5857,#DIV/0!,#DIV/0!,1.98%,0.775823801,209.25
WISE,WISE Contractual,11/22/2019,562,3204498,5767,#DIV/0!,#DIV/0!,1.06%,0.865788105,476.9166667
WISE,WISE Contractual,11/25/2019,559,4308834,7837,#DIV/0!,#DIV/0!,1.67%,0.759601888,371.6666667
WISE,WISE Contractual,11/26/2019,569,3341261,6151,#DIV/0!,#DIV/0!,4.52%,0.644935783,289.25
WISE,WISE Contractual,11/27/2019,552,2474660,4535,#DIV/0!,#DIV/0!,1.08%,0.837045204,161.5
WISE,WISE Contractual,11/28/2019,#DIV/0!,N/A,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
WISE,WISE Contractual,11/29/2019,526,1487297,2838,#DIV/0!,#DIV/0!,0.32%,0.986257928,304.5833333
WISE,WISE Contractual,12/2/2019,560,4603263,8481,#DIV/0!,#DIV/0!,3.11%,0.473057422,266.5
WISE,WISE Contractual,12/3/2019,560,3590708,6461,#DIV/0!,#DIV/0!,0.77%,0.895062684,166.5
WISE,WISE Contractual,12/4/2019,552,3299447,6032,#DIV/0!,#DIV/0!,0.98%,0.825265252,153.8333333
WISE,WISE Contractual,12/5/2019,544,3156150,5943,#DIV/0!,#DIV/0!,2.32%,0.700487969,145.75
WISE,WISE Contractual,12/6/2019,572,3386684,6027,#DIV/0!,#DIV/0!,1.78%,0.707317073,169.4166667
WISE,WISE Contractual,12/9/2019,549,4187104,7753,#DIV/0!,#DIV/0!,1.70%,0.637430672,261.5833333
WISE,WISE Contractual,12/10/2019,572,3487470,6161,#DIV/0!,#DIV/0!,1.02%,0.882324298,223.5833333
WISE,WISE Contractual,12/11/2019,577,3149611,5482,#DIV/0!,#DIV/0!,0.51%,0.903867202,188.3833333
WISE,WISE Contractual,12/12/2019,561,2824061,5086,#DIV/0!,#DIV/0!,0.94%,0.876130554,155.0833333
WISE,WISE Contractual,12/13/2019,595,3333682,5684,#DIV/0!,#DIV/0!,1.41%,0.714109782,194.5
WISE,WISE Contractual,12/16/2019,601,4259625,7658,#DIV/0!,#DIV/0!,7.46%,0.285061374,485.3333333
WISE,WISE Contractual,12/17/2019,569,3423790,6253,#DIV/0!,#DIV/0!,3.84%,0.792259715,163.4166667
WISE,WISE Contractual,12/18/2019,566,2999139,5368,#DIV/0!,#DIV/0!,1.25%,0.803950801,232
WISE,WISE Contractual,12/19/2019,555,2654884,4859,#DIV/0!,#DIV/0!,1.50%,0.773204363,225.0833333
WISE,WISE Contractual,12/20/2019,576,2845698,5014,#DIV/0!,#DIV/0!,1.44%,0.711806941,243.1666667
WISE,WISE Contractual,12/23/2019,578,3354965,5888,#DIV/0!,#DIV/0!,1.36%,0.744904891,333.8333333
